filename,text
./data/Client2\sample-001868.mp3,'and this is what your son said' the angel told the man
./data/Client2\sample-001869.mp3,no one can be from many places the boy said
./data/Client2\sample-001870.mp3,the thief wasn't there and the owner brought him a cup of tea
./data/Client2\sample-001871.mp3,i found myself alone and saw the people on the other side of the pit running away
./data/Client2\sample-001872.mp3,there are a couple ways to improve on this
./data/Client2\sample-001873.mp3,i've got a flash for you
./data/Client2\sample-001874.mp3,those gangsters get what they deserve
./data/Client2\sample-001875.mp3,the shepherd swore that he would
./data/Client2\sample-001876.mp3,as he was attempting to pull out the rocks he encountered he heard footsteps
./data/Client2\sample-001877.mp3,the woman was silent for some time
./data/Client2\sample-001878.mp3,few people realise the immensity of vacancy
./data/Client2\sample-001879.mp3,maybe tomorrow will be better than yesterday
./data/Client2\sample-001880.mp3,he lives at the alfayoum oasis his friend had said
./data/Client2\sample-001881.mp3,he told fatima that at their next meeting
./data/Client2\sample-001882.mp3,but they were not there
./data/Client2\sample-001883.mp3,what are you doing tonight
./data/Client2\sample-001884.mp3,he knew all the fields and pastures of andalusia
./data/Client2\sample-001885.mp3,she loves to read but is unsure how reading is helping her become more creative
./data/Client2\sample-001886.mp3,i noticed that the boy answered
./data/Client2\sample-001887.mp3,this man looked exactly the same except that now the roles were reversed
./data/Client2\sample-001888.mp3,the first rule of don't fight club is let's talk about it
./data/Client2\sample-001889.mp3,the burning fire had been extinguished
./data/Client2\sample-001890.mp3,alchemy is a serious discipline
./data/Client2\sample-001891.mp3,what had been next to him five minutes ago was now at the other side
./data/Client2\sample-001892.mp3,your government is counting on you
./data/Client2\sample-001893.mp3,and she already has her treasure it's you
./data/Client2\sample-001894.mp3,remember the night we broke the windows in this old house
./data/Client2\sample-001895.mp3,the reprieve for george
./data/Client2\sample-001896.mp3,you point to a trail of ants leading into the house
./data/Client2\sample-001897.mp3,don't say that again
./data/Client2\sample-001898.mp3,there is only one way to learn the alchemist answered
./data/Client2\sample-001899.mp3,and what do you do in salem he insisted
./data/Client2\sample-001900.mp3,they were tribesmen dressed in blue with black rings surrounding their turbans
./data/Client2\sample-001901.mp3,the heather was on fire and you could see a thin blue smoke rising up slowly
./data/Client2\sample-001902.mp3,the loafers and golf caddies were used to hanging out near the railway station
./data/Client2\sample-001903.mp3,they set off running wildly into the trees
./data/Client2\sample-001904.mp3,one can imagine these two covered with sand running up the little street in the bright sunlight
./data/Client2\sample-001905.mp3,the boy didn't know what to say
./data/Client2\sample-001906.mp3,my seven year resume gap is marked not drugs
./data/Client2\sample-001907.mp3,so he could not be hasty nor impatient
./data/Client2\sample-001908.mp3,the next day the boy returned to the well hoping to see the girl
./data/Client2\sample-001909.mp3,at the highest point in tarifa there is an old fort built by the moors
./data/Client2\sample-001910.mp3,and it's not love to see everything from a distance like you do
./data/Client2\sample-001911.mp3,the boy was embarrassed and confessed that he had observed nothing
./data/Client2\sample-001912.mp3,i was disappointed at this inanimate bulk
./data/Client2\sample-001913.mp3,that's why i'm quitting
./data/Client2\sample-001914.mp3,i went stretching my legs clumsily and feeling my way in the dark
./data/Client2\sample-001915.mp3,fill this place with a sandstorm so strong that it blots out the sun
./data/Client2\sample-001916.mp3,my mind ran on the possibilities of its content
./data/Client2\sample-001917.mp3,henderson was taking it in
./data/Client2\sample-001918.mp3,i've been trying to get her to come to
./data/Client2\sample-001919.mp3,and he told what he had seen
./data/Client2\sample-001920.mp3,hundreds must have seen it and taken it for a falling star
./data/Client2\sample-001921.mp3,i have been waiting for her to respond for two days now so i just went ahead and did it for her
./data/Client2\sample-001922.mp3,there was a hole there among the stones
./data/Client2\sample-001923.mp3,my mind ran on the possibilities of its content
./data/Client2\sample-001924.mp3,the company's stock value increased dramatically after they found a new medicine
./data/Client2\sample-001925.mp3,no doubt the impact had caused a flash of fire
./data/Client2\sample-001926.mp3,enough said the boy
./data/Client2\sample-001927.mp3,i just don't trust anyone who says they've never had hamburger helper
./data/Client2\sample-001928.mp3,i had the everyone has gary busey's teeth dream again
./data/Client2\sample-001929.mp3,you must always know what it is that you want the old king had said
./data/Client2\sample-001930.mp3,the invaders carried the name everywhere the beautiful girl spoke of the invaders with pride
./data/Client2\sample-001931.mp3,the thought was so dreadful to him that he forgot about the heat and went forward
./data/Client2\sample-001932.mp3,the top had certainly ceased to rotate
./data/Client2\sample-001933.mp3,did she ever marry the girl
./data/Client2\sample-001934.mp3,the thought was so dreadful to him that he forgot about the heat and went forward
./data/Client2\sample-001935.mp3,and he wasn't faring much better
./data/Client2\sample-001936.mp3,i've got to go to him
./data/Client2\sample-001937.mp3,because we're the people and we're tough
./data/Client2\sample-001938.mp3,thousands of people die every year as a consequence of air pollution
./data/Client2\sample-001939.mp3,feller runs the february months
./data/Client2\sample-001940.mp3,will you come here
./data/Client2\sample-001941.mp3,the old man knew how to read and had already read the book
./data/Client2\sample-001942.mp3,i'm looking for a treasure said the boy and he immediately regretted having said it
./data/Client2\sample-001943.mp3,they'll never close us up today
./data/Client2\sample-001944.mp3,he must know how to deal with the snakes of the desert
./data/Client2\sample-001945.mp3,you certainly delivered the goods
./data/Client2\sample-001946.mp3,no doubt the impact had caused a flash of fire
./data/Client2\sample-001947.mp3,i wished i had a light to smoke by
./data/Client2\sample-001948.mp3,all i say is spit them out
./data/Client2\sample-001949.mp3,what's the fifth obligation the boy asked
./data/Client2\sample-001950.mp3,when he saw henderson in his garden he called over the fence and made himself understood
./data/Client2\sample-001951.mp3,the crowd swayed a little as i elbowed my way through
./data/Client2\sample-001952.mp3,a boy came running towards me
./data/Client2\sample-001953.mp3,the usb device didn't function correctly
./data/Client2\sample-001954.mp3,we're a different world
./data/Client2\sample-001955.mp3,you must love the desert but never trust it completely
./data/Client2\sample-001956.mp3,he was immensely excited at the news
./data/Client2\sample-001957.mp3,he must be disguised to avoid encounters with thieves
./data/Client2\sample-001958.mp3,it was as if it quivered but really this was the telescope vibrating
./data/Client2\sample-001959.mp3,why does melissandre look like she wants to consume jon snow on the ride up the wall
./data/Client2\sample-001960.mp3,why do they make things so complicated he asked the englishman one night
./data/Client2\sample-001961.mp3,he didn't want his hand to begin trembling showing the old woman that he was fearful
./data/Client2\sample-001962.mp3,the sun was turned into a golden disk
./data/Client2\sample-001963.mp3,with this kind of organization i find it's much easier to prioritize within a category
./data/Client2\sample-001964.mp3,that first day everyone slept from exhaustion including the englishman
./data/Client2\sample-001965.mp3,we lit the lantern and walked over to his house
./data/Client2\sample-001966.mp3,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing
./data/Client2\sample-001967.mp3,don't you push me around like that
./data/Client2\sample-001968.mp3,the homeless seem to like soup
./data/Client2\sample-001969.mp3,i am following my destiny
./data/Client2\sample-001970.mp3,i was scared but wasted no time in going out and crossing the bridge to the sand pits
./data/Client2\sample-001971.mp3,all that time the martians must have been getting ready
./data/Client2\sample-001972.mp3,his name is welch
./data/Client2\sample-001973.mp3,just a memory right now it signified shade water and a refuge from the war
./data/Client2\sample-001974.mp3,i'd like you to take me there if you can
./data/Client2\sample-001975.mp3,about eleven i walked back to my home in maybury because nothing seemed to be happening
./data/Client2\sample-001976.mp3,and the nightgown had changed into a beautiful wedding gown
./data/Client2\sample-001977.mp3,nobody wanted to discuss how we all ended up trapped in a giant lunchbox
./data/Client2\sample-001978.mp3,this is the first phase of the job he said
./data/Client2\sample-001979.mp3,you just pat him
./data/Client2\sample-001980.mp3,that was until the site was blocked
./data/Client2\sample-001981.mp3,turning the air conditioning on leads to an increased fuel consumption
./data/Client2\sample-001982.mp3,we'll have something to drink and eat these hawks
./data/Client2\sample-001983.mp3,are you crazy the boy asked the alchemist when they had moved on
./data/Client2\sample-001984.mp3,why a revolver he asked
./data/Client2\sample-001985.mp3,will you help me
./data/Client2\sample-001986.mp3,this time we're going to get it right
./data/Client2\sample-001987.mp3,that guy over there likes to drink a lot talk a lot but do nothing
./data/Client2\sample-001988.mp3,he asked for him
./data/Client2\sample-001989.mp3,i had the everyone has gary busey's teeth dream again
./data/Client2\sample-001990.mp3,the wind began to blow again
./data/Client2\sample-001991.mp3,it's not a battle of good against evil
./data/Client2\sample-001992.mp3,they shouted consolation and promises and went off back to the town again to get help
./data/Client2\sample-001993.mp3,excuse you for what
./data/Client2\sample-001994.mp3,a poor little fellow that never meant nobody no harm
./data/Client2\sample-001995.mp3,will you try to get some sleep
./data/Client2\sample-001996.mp3,you may not have a great deal of time
./data/Client2\sample-001997.mp3,he approached the mass and was surprised at the size and the shape
./data/Client2\sample-001998.mp3,i ain't gonna squeal
./data/Client2\sample-001999.mp3,and that's where the power of love comes in
